DRUG_Common_name	interaction_score	n_interactions	n_target_interactions	target_profile_interaction_specificity	is_profile_active_drug	AOC1	AOC3	DDC	HTR1A	HTR1B	HTR1D	HTR1E	HTR1F	HTR2A	HTR2B	HTR2C	HTR3A	HTR3B	HTR3C	HTR3D	HTR3E	HTR4	HTR5A	HTR6	HTR7	IL4I1	MAOA	MAOB
n-(4-sulfamoylphenyl)-1h-indazole-3-carboxamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-(5-{[(2s)-4-amino-2-(3-chlorophenyl)butanoyl]amino}-1h-indazol-3-yl)benzamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-(5-{3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]phenyl}-1,3,4-oxadiazol-2-yl)ethane-1,2-diamine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-(5-{4-chloro-3-[(2-hydroxyethyl)sulfamoyl]phenyl}-4-methyl-1,3-thiazol-2-yl)acetamide	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-(5-chloro-1,3-benzodioxol-4-yl)-6-methoxy-7-(3-piperidin-1-ylpropoxy)quinazolin-4-amine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-(5-chloro-benzo[b]thiophen-3-ylmethyl)-2-[6-chloro-oxo-3-(2-pyridin-2-yl-ethylamino)-2h-pyrazin-1-yl]-acetamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-(5-cyclopropyl-1h-pyrazol-3-yl)benzamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-(5-isopropyl-thiazol-2-yl)-2-pyridin-3-yl-acetamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-(5-methyl-1h-pyrazol-3-yl)-2-phenylquinazolin-4-amine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-(5,6-diphenylfuro[2,3-d]pyrimidin-4-yl)glycine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-(6-aminohexyl)-5-chloro-1-naphthalenesulfonamide	0	3	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-(7-carbamimidoyl-naphthalen-1-yl)-3-hydroxy-2-methyl-benzamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-(benzoylcarbamoyl)-beta-d-glucopyranosylamine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-(biphenyl-4-ylsulfonyl)-d-leucine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-(bromoacetyl)-beta-alanyl-n-(2-{4-[(carboxycarbonyl)amino]phenyl}ethyl)-l-serinamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-(carboxycarbonyl)-d-phenylalanine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-(chlorophenyl)-n'-hydroxyguanidine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-(cyclopropylmethyl)-2'-methyl-5'-(5-methyl-1,3,4-oxadiazol-2-yl)biphenyl-4-carboxamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-(cyclopropylmethyl)-4-(methyloxy)-3-({5-[3-(3-pyridinyl)phenyl]-1,3-oxazol-2-yl}amino)benzenesulfonamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-(dibenzo[b,d]thiophen-3-ylsulfonyl)-l-valine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-(p-cyanophenyl)-n'-diphenylmethyl-guanidine-acetic acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-(para-glutaramidophenyl-ethyl)-piperidinium-n-oxide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-(phosphonoacetyl)-l-ornithine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-(pyridin-3-ylmethyl)aniline	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-(tert-butyl)-3,5-dimethyl-n'-[(5-methyl-2,3-dihydro-1,4-benzodioxin-6-yl)carbonyl]benzohydrazide	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-(tert-butyl)-4-[5-(pyridin-2-ylamino)quinolin-3-yl]benzenesulfonamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-(trans-4-{(1s,2s)-2-amino-3-[(3s)-3-fluoropyrrolidin-1-yl]-1-methyl-3-oxopropyl}cyclohexyl)-n-methylacetamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-(trans-4'-nitro-4-stilbenyl)-n-methyl-5-amino-pentanoic acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[(1r)-3-(4-hydroxyphenyl)-1-methylpropyl]-2-(2-phenyl-1h-indol-3-yl)acetamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[(1s)-1-(aminocarbonyl)-4-(ethanimidoylamino)butyl]benzamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[(1s)-1-{1-[(1r,3e)-1-acetylpent-3-en-1-yl]-1h-1,2,3-triazol-4-yl}-1,2-dimethylpropyl]benzamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[(1s)-2-[(4-cyano-1-methylpiperidin-4-yl)amino]-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[(1s)-2-{[(1r)-2-(benzyloxy)-1-cyano-1-methylethyl]amino}-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[(1s)-2-amino-1-(2,4-dichlorobenzyl)ethyl]-5-[2-(methylamino)pyrimidin-4-yl]thiophene-2-carboxamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[(1s)-2-amino-1-phenylethyl]-5-(1h-pyrrolo[2,3-b]pyridin-4-yl)thiophene-2-carboxamide	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[(2-amino-6-methylpyrimidin-4-yl)methyl]-3-{[(e)-(2-oxodihydrofuran-3(2h)-ylidene)methyl]amino}benzenesulfonamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[(2r,3s)-3-amino-2-hydroxy-4-phenylbutyl]-4-methoxy-2,3,6-trimethylbenzenesulfonamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[(2r,3s)-3-amino-2-hydroxy-4-phenylbutyl]naphthalene-2-sulfonamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[(2r)-5-(aminosulfonyl)-2,3-dihydro-1h-inden-2-yl]-2-propylpentanamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[(2s)-4-methyl-1-oxo-1-{[(4s)-3-oxo-1-(2-pyridinylsulfonyl)-4-azepanyl]amino}-2-pentanyl]-1-benzofuran-2-carboxamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[(3z)-5-tert-butyl-2-phenyl-1,2-dihydro-3h-pyrazol-3-ylidene]-n'-(4-chlorophenyl)urea	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[(4-hydroxy-8-iodoisoquinolin-3-yl)carbonyl]glycine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[(4-methoxyphenyl)sulfonyl]-d-alanine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[(5r,14r)-5-amino-5,14-dimethyl-4-oxo-3-oxa-18-azatricyclo[15.3.1.1~7,11~]docosa-1(21),7(22),8,10,17,19-hexaen-19-yl]-n-methylmethanesulfonamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[(5s,7r,8s,9s,10r)-8,9,10-trihydroxy-7-(hydroxymethyl)-2,4-dioxo-6-oxa-1,3-diazaspiro[4.5]dec-3-yl]acetamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[(benzyloxy)carbonyl]-l-leucyl-n-[(1s)-3-fluoro-1-(4-hydroxybenzyl)-2-oxopropyl]-l-leucinamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[(cyclohexylamino)carbonyl]glycine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[(e)-3-[(2r,3s,4r,5r)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]prop-2-enyl]-2,3-dihydroxy-5-nitrobenzamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[(furan-2-yl)carbonyl]-(s)-leucyl-(r)-[1-amino-2(1h-indol-3-yl)ethyl]-phosphonic acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[[2-methyl-4-hydroxycarbamoyl]but-4-yl-n]-benzyl-p-[phenyl]-p-[methyl]phosphinamid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[1-(2,6-dimethoxybenzyl)piperidin-4-yl]-4-sulfanylbutanamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[1-(4-carbamimidoyl-benzylcarbamoyl)-3-methylsulfanyl-propyl]-3-hydroxy-2-propoxyamino-butyramid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[1-(5-bromo-2,3-dimethoxybenzyl)piperidin-4-yl]-4-sulfanylbutanamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[1-(aminomethyl)cyclopropyl]-3-(benzylsulfonyl)-n~2~-[(1s)-2,2,2-trifluoro-1-(4-hydroxyphenyl)ethyl]-l-alaninamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[1-(aminomethyl)cyclopropyl]-3-(morpholin-4-ylsulfonyl)-n~2~-[(1s)-2,2,2-trifluoro-1-(4-fluorophenyl)ethyl]-l-alaninamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[1-hydroxycarboxyethyl-carbonyl]leucylamino-2-methyl-butane	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[2-({[amino(imino)methyl]amino}oxy)ethyl]-2-{6-chloro-3-[(2,2-difluoro-2-phenylethyl)amino]-2-fluorophenyl}acetamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[2-(1-formyl-2-methyl-propyl)-1-(4-piperidin-1-yl-but-2-enoyl)-pyrrolidin-3-yl]-methanesulfonamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[2-(1,3-benzodioxol-5-yl)ethyl]-1-[2-(1h-imidazol-1-yl)-6-methylpyrimidin-4-yl]-d-prolinamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[2-(1h-indol-5-yl)-butyl]-4-sulfamoyl-benzamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[2-(2-iodo-5-methoxy-1h-indol-3-yl)ethyl]acetamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[2-(2-methyl-1h-indol-3-yl)ethyl]thiophene-2-carboxamide	0	7	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[2-(4-amino-5,8-difluoro-1,2-dihydroquinazolin-2-yl)ethyl]-3-furamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[2-(5-methyl-4h-1,2,4-triazol-3-yl)phenyl]-7h-pyrrolo[2,3-d]pyrimidin-4-amine	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[2-(6-amino-4-methylpyridin-2-yl)ethyl]-4-cyanobenzamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[2-(carbamimidamidooxy)ethyl]-2-{6-cyano-3-[(2,2-difluoro-2-pyridin-2-ylethyl)amino]-2-fluorophenyl}acetamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[2-(methylamino)ethyl]-5-isoquinolinesulfonamide	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[2-chloro-5-(trifluoromethyl)phenyl]imidodicarbonimidic diamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[2-methyl-5-(methylcarbamoyl)phenyl]-2-{[(1r)-1-methylpropyl]amino}-1,3-thiazole-5-carboxamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[3-(1h-benzimidazol-2-yl)-1h-pyrazol-4-yl]benzamide	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[3-(2-fluoroethoxy)phenyl]-n'-(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-6-yl)butanediamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[3-(aminomethyl)benzyl]acetamidine	0	3	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[3-(n'-hydroxycarboxamido)-2-(2-methylpropyl)-propanoyl]-o-tyrosine-n-methylamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[3-[(1-aminoethyl)(hydroxy)phosphoryl]-2-(1,1'-biphenyl-4-ylmethyl)propanoyl]alanine	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[3-[[4-[(5-chloro-1,3-benzodioxol-4-yl)amino]pyrimidin-2-yl]amino]phenyl]methanesulfonamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[4-([(2-amino-4-oxo-1,4-dihydropyrido[3,2-d]pyrimidin-6-yl)methyl]{(2e)-3-[4-carbamoyl-1-(5-o-phosphono-beta-d-ribofuranosyl)-1h-imidazol-5-yl]-2-propenoyl}amino)benzoyl]-l-glutamic acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[4-(2-chlorophenyl)-1,3-dioxo-1,2,3,6-tetrahydropyrrolo[3,4-c]carbazol-9-yl]formamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[4-(2-methylimidazo[1,2-a]pyridin-3-yl)-2-pyrimidinyl]acetamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[4-(2,4-dimethyl-thiazol-5-yl)-pyrimidin-2-yl]-n',n'-dimethyl-benzene-1,4-diamine	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[4-(4-nitrophenylphospho)butanoyl]-d-alanine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[4-(4-nitrophenylphospho)butanoyl]-l-alanine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[4-(5-fluoro-6-methylpyridin-2-yl)-5-quinoxalin-6-yl-1h-imidazol-2-yl]acetamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[4-(aminosulfonyl)benzyl]-5-(5-chloro-2,4-dihydroxyphenyl)-1h-pyrazole-4-carboxamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[4-(aminosulfonyl)phenyl]-2-mercaptobenzamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[4-(benzyloxy)phenyl]glycinamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[4-chloro-3-(pyridin-3-yloxymethyl)-phenyl]-3-fluoro-	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[4-hydroxymethyl-cyclohexan-6-yl-1,2,3-triol]-4,6-dideoxy-4-aminoglucopyranoside	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[4-methyl-3-[[4-(3-pyridinyl)-2-pyrimidinyl]amino]phenyl]-3-pyridinecarboxamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[5-(1,1-dioxidoisothiazolidin-2-yl)-1h-indazol-3-yl]-2-(4-piperidin-1-ylphenyl)acetamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[5-(ethylsulfonyl)-2-methoxyphenyl]-5-[3-(2-pyridinyl)phenyl]-1,3-oxazol-2-amine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[7-(3-aminophenyl)-5-methoxy-1,3-benzoxazol-2-yl]-2,5-dichlorobenzenesulfonamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[amino(imino)methyl]-2-(2,5-diphenyl-1h-pyrrol-1-yl)acetamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[amino(imino)methyl]-2-[2-(2-chlorophenyl)-4-(4-propoxyphenyl)-3-thienyl]acetamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-[o-phosphono-pyridoxyl]-isoleucine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-{(3r,4s)-4-[(6-amino-4-methylpyridin-2-yl)methyl]pyrrolidin-3-yl}-n'-(3-chlorobenzyl)ethane-1,2-diamine	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-{(3s,4s)-4-[(6-amino-4-methylpyridin-2-yl)methyl]pyrrolidin-3-yl}-n'-(4-chlorobenzyl)ethane-1,2-diamine	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-{(4s)-4-amino-5-[(2-aminoethyl)amino]pentyl}-n'-nitroguanidine	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-{[(2-methyl-2-propanyl)oxy]carbonyl}-l-alanyl-l-alaninamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-{[(2s,3s)-3-(ethoxycarbonyl)-2-oxiranyl]carbonyl}-l-threonyl-l-isoleucine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-{[(2s,3s)-3-(ethoxycarbonyl)oxiran-2-yl]carbonyl}-l-isoleucine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-{[(2s,3s)-3-(ethoxycarbonyl)oxiran-2-yl]carbonyl}-l-isoleucyl-l-alanine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-{[(2s,3s)-3-(ethoxycarbonyl)oxiran-2-yl]carbonyl}-l-isoleucyl-l-isoleucine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-{[2-({[1-(4-carboxybutanoyl)amino]-2-phenylethyl}-hydroxyphosphinyl)oxy]acetyl}-2-phenylethylamine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}-5-methyl-d-tryptophan	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-{1-[(1-carbamoylcyclopropyl)methyl]piperidin-4-yl}-n-cyclopropyl-4-[(1s)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]benzamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-{2-[(4'-cyano-1,1'-biphenyl-4-yl)oxy]ethyl}-n'-hydroxy-n-methylurea	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-{2-[4-(aminosulfonyl)phenyl]ethyl}acetamide	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-{2-[6-(2,4-diamino-6-ethylpyrimidin-5-yl)-2,2-dimethyl-3-oxo-2,3-dihydro-4h-1,4-benzothiazin-4-yl]ethyl}acetamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-{2-[6-(2,4-diamino-6-ethylpyrimidin-5-yl)-2,2-dimethyl-3-oxo-2,3-dihydro-4h-1,4-benzoxazin-4-yl]ethyl}acetamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-{2-methyl-5-[(6-phenylpyrimidin-4-yl)amino]phenyl}methanesulfonamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-{2,2-difluoro-2-[(2r)-piperidin-2-yl]ethyl}-2-[2-(1h-1,2,4-triazol-1-yl)benzyl][1,3]oxazolo[4,5-c]pyridin-4-amine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-{2,4-difluoro-3-[(5-pyridin-3-yl-1h-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]phenyl}ethanesulfonamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-{2'-[(4-fluorophenyl)amino]-4,4'-bipyridin-2-yl}-4-methoxycyclohexanecarboxamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-{3-[(4-{[3-(trifluoromethyl)phenyl]amino}pyrimidin-2-yl)amino]phenyl}cyclopropanecarboxamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-{3-[5-(1h-1,2,4-triazol-3-yl)-1h-indazol-3-yl]phenyl}furan-2-carboxamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-{3-methyl-5-[2-(pyridin-4-ylamino)-ethoxy]-phenyl}-benzenesulfonamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-{4-[(carboxymethyl)carbamoyl]benzoyl}-l-valyl-n-[(3s)-1,1,1-trifluoro-4-methyl-2-oxo-3-pentanyl]-l-prolinamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-{4-methyl-3-[(3-pyrimidin-4-ylpyridin-2-yl)amino]phenyl}-3-(trifluoromethyl)benzamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
